mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_multi_class,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.03442937135696411,0.032358540806490324,0.0,0.0,0.001,100,ovr,l1,"{'C': 0.001, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.10179668664932251,0.028403081074625823,0.008641242980957031,0.002815647173672081,0.001,100,ovr,l2,"{'C': 0.001, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.795926517571885,0.795826677316294,0.7982228434504792,0.7979031452820768,0.7969697959051838,0.001099592992783424,34
0.006239056587219238,0.000784888836263743,0.0,0.0,0.001,100,multinomial,l1,"{'C': 0.001, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.14138692617416382,0.023158337453104944,0.00588458776473999,0.0013226148927441127,0.001,100,multinomial,l2,"{'C': 0.001, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.7985223642172524,0.797923322683706,0.799720447284345,0.800499251123315,0.7991663463271546,0.0010054207828607024,31
0.004618048667907715,0.0004596830927630756,0.0,0.0,0.001,200,ovr,l1,"{'C': 0.001, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.12413263320922852,0.011342148665161795,0.012472271919250488,0.009257129615273835,0.001,200,ovr,l2,"{'C': 0.001, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.795926517571885,0.795826677316294,0.7982228434504792,0.7979031452820768,0.7969697959051838,0.001099592992783424,34
0.00573199987411499,0.0006491127938788523,0.0,0.0,0.001,200,multinomial,l1,"{'C': 0.001, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17940795421600342,0.04415403513717396,0.007366478443145752,0.001297615073370483,0.001,200,multinomial,l2,"{'C': 0.001, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.7985223642172524,0.797923322683706,0.799720447284345,0.800499251123315,0.7991663463271546,0.0010054207828607024,31
0.0065610408782958984,0.00043088922868511105,0.0,0.0,0.001,300,ovr,l1,"{'C': 0.001, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.08101361989974976,0.018923066223756124,0.0069068074226379395,0.0012222052433807776,0.001,300,ovr,l2,"{'C': 0.001, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.795926517571885,0.795826677316294,0.7982228434504792,0.7979031452820768,0.7969697959051838,0.001099592992783424,34
0.006750941276550293,0.0009125157163365891,0.0,0.0,0.001,300,multinomial,l1,"{'C': 0.001, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.16945475339889526,0.011039435692608335,0.007451474666595459,0.001378591254734425,0.001,300,multinomial,l2,"{'C': 0.001, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.7985223642172524,0.797923322683706,0.799720447284345,0.800499251123315,0.7991663463271546,0.0010054207828607024,31
0.006763935089111328,0.0015606355064600851,0.0,0.0,0.01,100,ovr,l1,"{'C': 0.01, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.1280747652053833,0.016574744127451326,0.007514774799346924,0.00044611073585917014,0.01,100,ovr,l2,"{'C': 0.01, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8015175718849841,0.7988218849840255,0.799620607028754,0.8037943085371942,0.8009385931087395,0.001917541891584236,28
0.006253182888031006,0.0017426375972284082,0.0,0.0,0.01,100,multinomial,l1,"{'C': 0.01, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.23456519842147827,0.03493701706615758,0.008829772472381592,0.0013224537796827991,0.01,100,multinomial,l2,"{'C': 0.01, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.801617412140575,0.7992212460063898,0.799720447284345,0.8037943085371942,0.801088353492126,0.001799955104718384,25
0.008163988590240479,0.0026297695853409867,0.0,0.0,0.01,200,ovr,l1,"{'C': 0.01, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.11591988801956177,0.0024273840556602796,0.009409904479980469,0.0019109078740879282,0.01,200,ovr,l2,"{'C': 0.01, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8015175718849841,0.7988218849840255,0.799620607028754,0.8037943085371942,0.8009385931087395,0.001917541891584236,28
0.006666600704193115,0.001050748092637345,0.0,0.0,0.01,200,multinomial,l1,"{'C': 0.01, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17567211389541626,0.02407983799654062,0.006021261215209961,0.0010703006089305264,0.01,200,multinomial,l2,"{'C': 0.01, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.801617412140575,0.7992212460063898,0.799720447284345,0.8037943085371942,0.801088353492126,0.001799955104718384,25
0.0066530704498291016,0.0010700430752284518,0.0,0.0,0.01,300,ovr,l1,"{'C': 0.01, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.16208738088607788,0.031007357218272375,0.00880366563796997,0.0018327483864233034,0.01,300,ovr,l2,"{'C': 0.01, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8015175718849841,0.7988218849840255,0.799620607028754,0.8037943085371942,0.8009385931087395,0.001917541891584236,28
0.0067484378814697266,0.00021667212351127396,0.0,0.0,0.01,300,multinomial,l1,"{'C': 0.01, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.2688136696815491,0.0675150356511386,0.012254416942596436,0.009650350877343653,0.01,300,multinomial,l2,"{'C': 0.01, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.801617412140575,0.7992212460063898,0.799720447284345,0.8037943085371942,0.801088353492126,0.001799955104718384,25
0.0055141448974609375,0.0004424210879614583,0.0,0.0,0.1,100,ovr,l1,"{'C': 0.1, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.08897179365158081,0.016528465248334057,0.004898130893707275,0.00048613528912410834,0.1,100,ovr,l2,"{'C': 0.1, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8018170926517572,0.8004193290734825,0.8000199680511182,0.8052920619071393,0.8018871129208742,0.002076005769770121,22
0.0036252737045288086,0.0003270845926174988,0.0,0.0,0.1,100,multinomial,l1,"{'C': 0.1, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.18750280141830444,0.017043962746169712,0.005206167697906494,0.000490541095260676,0.1,100,multinomial,l2,"{'C': 0.1, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8021166134185304,0.8008186900958466,0.8001198083067093,0.8052920619071393,0.8020867934320564,0.001984423832224165,19
0.004289805889129639,0.00041942894915111335,0.0,0.0,0.1,200,ovr,l1,"{'C': 0.1, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.09170651435852051,0.01810777021324421,0.0045108795166015625,0.0006884330382076064,0.1,200,ovr,l2,"{'C': 0.1, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8018170926517572,0.8004193290734825,0.8000199680511182,0.8052920619071393,0.8018871129208742,0.002076005769770121,22
0.003747224807739258,0.00023989464884563116,0.0,0.0,0.1,200,multinomial,l1,"{'C': 0.1, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17384153604507446,0.008665682295424299,0.005338728427886963,0.0005493038946941773,0.1,200,multinomial,l2,"{'C': 0.1, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8021166134185304,0.8008186900958466,0.8001198083067093,0.8052920619071393,0.8020867934320564,0.001984423832224165,19
0.004060626029968262,0.0007283375123840183,0.0,0.0,0.1,300,ovr,l1,"{'C': 0.1, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.08665388822555542,0.012895173384996223,0.0052068233489990234,0.0003713974168672565,0.1,300,ovr,l2,"{'C': 0.1, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8018170926517572,0.8004193290734825,0.8000199680511182,0.8052920619071393,0.8018871129208742,0.002076005769770121,22
0.004131913185119629,0.000557558363473494,0.0,0.0,0.1,300,multinomial,l1,"{'C': 0.1, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.18136650323867798,0.007022483217564335,0.0047653913497924805,0.0008365304199082583,0.1,300,multinomial,l2,"{'C': 0.1, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8021166134185304,0.8008186900958466,0.8001198083067093,0.8052920619071393,0.8020867934320564,0.001984423832224165,19
0.003998398780822754,0.00041979715073312283,0.0,0.0,1,100,ovr,l1,"{'C': 1, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.09333473443984985,0.009165499737938178,0.005024909973144531,0.000998254376938488,1,100,ovr,l2,"{'C': 1, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.803214856230032,0.8007188498402555,0.8005191693290735,0.8056914628057913,0.8025360845512881,0.002108757449864662,16
0.011147797107696533,0.009567422960828614,0.0,0.0,1,100,multinomial,l1,"{'C': 1, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.20116430521011353,0.01746092780506392,0.0049135684967041016,0.0006559008426096478,1,100,multinomial,l2,"{'C': 1, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8005191693290735,0.8058911632551173,0.802536089535824,0.002171196125653279,13
0.0033332109451293945,0.00031997241190484375,0.0,0.0,1,200,ovr,l1,"{'C': 1, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.0901108980178833,0.013136149309013663,0.0049269795417785645,0.0006144166448378523,1,200,ovr,l2,"{'C': 1, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.803214856230032,0.8007188498402555,0.8005191693290735,0.8056914628057913,0.8025360845512881,0.002108757449864662,16
0.0055196285247802734,0.00020323215596272025,0.0,0.0,1,200,multinomial,l1,"{'C': 1, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.20055627822875977,0.014846082156331295,0.004947543144226074,0.0004190540571721274,1,200,multinomial,l2,"{'C': 1, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8005191693290735,0.8058911632551173,0.802536089535824,0.002171196125653279,13
0.004016220569610596,0.0005217831150162774,0.0,0.0,1,300,ovr,l1,"{'C': 1, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.08748644590377808,0.008515919137498978,0.004295229911804199,0.00028678080944963605,1,300,ovr,l2,"{'C': 1, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.803214856230032,0.8007188498402555,0.8005191693290735,0.8056914628057913,0.8025360845512881,0.002108757449864662,16
0.003742814064025879,0.0005905961109884077,0.0,0.0,1,300,multinomial,l1,"{'C': 1, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.191395103931427,0.008037600993966316,0.005143344402313232,0.00023232366726973642,1,300,multinomial,l2,"{'C': 1, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8005191693290735,0.8058911632551173,0.802536089535824,0.002171196125653279,13
0.005429208278656006,0.0004886325051177591,0.0,0.0,10,100,ovr,l1,"{'C': 10, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.0972406268119812,0.0193416429162793,0.005044162273406982,0.0008133633555529223,10,100,ovr,l2,"{'C': 10, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8059910134797803,0.8026109722197854,0.0021649661421232055,10
0.0035361051559448242,0.0004921016795587826,0.0,0.0,10,100,multinomial,l1,"{'C': 10, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.20347291231155396,0.017567352221304934,0.00529104471206665,0.0002923696897668367,10,100,multinomial,l2,"{'C': 10, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8006190095846646,0.8007188498402555,0.8060908637044434,0.8026109747120533,0.0022260428709068823,7
0.004059314727783203,0.0006539438953044341,0.0,0.0,10,200,ovr,l1,"{'C': 10, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.09409099817276001,0.012993931244140814,0.006409823894500732,0.0015358719678462008,10,200,ovr,l2,"{'C': 10, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8059910134797803,0.8026109722197854,0.0021649661421232055,10
0.0061629414558410645,0.00044522323300815494,0.0,0.0,10,200,multinomial,l1,"{'C': 10, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.1954442262649536,0.016988067314120822,0.004795432090759277,0.0005918201458415858,10,200,multinomial,l2,"{'C': 10, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8006190095846646,0.8007188498402555,0.8060908637044434,0.8026109747120533,0.0022260428709068823,7
0.0040888190269470215,0.00039393836152648164,0.0,0.0,10,300,ovr,l1,"{'C': 10, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.08768659830093384,0.007532935326303713,0.004847526550292969,0.0003795151630225691,10,300,ovr,l2,"{'C': 10, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8059910134797803,0.8026109722197854,0.0021649661421232055,10
0.00447160005569458,0.00014259687206517784,0.0,0.0,10,300,multinomial,l1,"{'C': 10, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.19118982553482056,0.009820833287075965,0.0049631595611572266,0.0003825987930326095,10,300,multinomial,l2,"{'C': 10, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8006190095846646,0.8007188498402555,0.8060908637044434,0.8026109747120533,0.0022260428709068823,7
0.004139065742492676,0.0005295295025056329,0.0,0.0,100,100,ovr,l1,"{'C': 100, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.0854533314704895,0.00905115578745075,0.004603326320648193,0.0005705297659237958,100,100,ovr,l2,"{'C': 100, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026608973321169,0.0022432239804006564,1
0.004136145114898682,0.0004164216942043033,0.0,0.0,100,100,multinomial,l1,"{'C': 100, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.21602410078048706,0.014549650509609283,0.006339073181152344,0.0025903498190375453,100,100,multinomial,l2,"{'C': 100, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8029153354632588,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026359372682191,0.0022396957869927334,4
0.004827260971069336,6.854295726444266e-05,0.0,0.0,100,200,ovr,l1,"{'C': 100, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.0973929762840271,0.009560729171040507,0.00530397891998291,0.0007292303512451599,100,200,ovr,l2,"{'C': 100, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026608973321169,0.0022432239804006564,1
0.003994107246398926,0.0005033335394385376,0.0,0.0,100,200,multinomial,l1,"{'C': 100, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.22715288400650024,0.012439312836947465,0.005851268768310547,0.0007728797467792387,100,200,multinomial,l2,"{'C': 100, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8029153354632588,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026359372682191,0.0022396957869927334,4
0.005696773529052734,0.0002786944415233702,0.0,0.0,100,300,ovr,l1,"{'C': 100, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.13353675603866577,0.03886842221445184,0.006429135799407959,0.001163753815705771,100,300,ovr,l2,"{'C': 100, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026608973321169,0.0022432239804006564,1
0.004784703254699707,0.000941172561015104,0.0,0.0,100,300,multinomial,l1,"{'C': 100, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.207084059715271,0.0233013064454339,0.005890190601348877,0.0006676130276883749,100,300,multinomial,l2,"{'C': 100, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8029153354632588,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026359372682191,0.0022396957869927334,4
